Days,Advertiser verticals,Device categories,Creative size,Buyer networks,Revenue,Ad impressions,Ad eCPM (£)
6/2/20,Business & Industrial,Desktop,728x90,Agency A,£0.02 ,39,£0.54 
6/2/20,Home & Garden,Tablets,Video/Overlay,Agency C,£0.29 ,38,£7.56 
6/2/20,Computers & Consumer Electronics,Desktop,Video/Overlay,Agency C,£0.28 ,38,£7.36 
6/2/20,Arts & Entertainment,High-end mobile devices,Video/Overlay,Agency B,£0.08 ,38,£2.01 
6/2/20,Dining & Nightlife,High-end mobile devices,300x600,Agency B,£0.04 ,38,£0.93 
6/2/20,Food & Groceries,Tablets,300x600,Agency C,£0.03 ,38,£0.67 
6/2/20,Business & Industrial,Tablets,300x600,Agency C,£0.01 ,38,£0.19 
6/2/20,Jobs & Education,Tablets,728x90,Agency C,£0.01 ,38,£0.19 
6/2/20,Business & Industrial,High-end mobile devices,970x250,Agency B,£0.01 ,38,£0.17 
6/2/20,Autos & Vehicles,Tablets,Native,Agency C,£0.01 ,38,£0.15 
6/2/20,Jobs & Education,Tablets,Video/Overlay,Agency B,£0.04 ,37,£1.21 
6/2/20,Law & Government,Desktop,300x600,Agency C,£0.04 ,37,£1.11 
6/2/20,Occasions & Gifts,Desktop,320x50,Agency B,£0.02 ,37,£0.47 
6/2/20,Computers & Consumer Electronics,Connected TV,300x250,Agency B,£0.01 ,37,£0.39 
6/2/20,"Hobbies, Games & Leisure",Tablets,970x250,Agency C,£0.00 ,37,£0.04 
6/2/20,Internet & Telecom,High-end mobile devices,Video/Overlay,Agency B,£0.09 ,36,£2.52 
6/2/20,Law & Government,Desktop,970x250,Agency C,£0.04 ,36,£1.05 
6/2/20,Finance,High-end mobile devices,Video/Overlay,Agency B,£0.09 ,35,£2.47 
6/2/20,Law & Government,Tablets,Video/Overlay,Agency B,£0.08 ,35,£2.40 
6/2/20,Travel & Tourism,High-end mobile devices,320x50,Agency E,£0.02 ,35,£0.68 
6/2/20,(unknown),Tablets,300x250,Agency B,£0.01 ,34,£0.26 
6/2/20,Occasions & Gifts,Desktop,300x250,Agency C,£0.00 ,34,£0.12 
6/2/20,Beauty & Personal Care,Desktop,320x50,Agency C,£0.11 ,33,£3.25 
6/2/20,Apparel,High-end mobile devices,300x600,Agency C,£0.05 ,33,£1.62 
6/2/20,Apparel,Tablets,320x50,Agency C,£0.02 ,33,£0.52 
6/2/20,"Hobbies, Games & Leisure",Tablets,728x90,Agency C,£0.02 ,33,£0.48 
6/2/20,Occasions & Gifts,High-end mobile devices,320x50,Agency C,£0.00 ,33,£0.10 
6/2/20,Dining & Nightlife,Tablets,Interstitial,Agency B,£0.07 ,31,£2.39 
6/2/20,Health,Tablets,Native,Agency C,£0.01 ,31,£0.41 
6/2/20,Mobile Apps,Desktop,300x250,Agency C,£0.01 ,31,£0.22 
6/2/20,Sports & Fitness,Tablets,300x250,Agency C,£0.03 ,30,£1.07 
6/2/20,Real Estate,Tablets,300x250,Agency C,£0.03 ,30,£1.05 
6/2/20,Apparel,Tablets,728x90,Agency C,£0.01 ,30,£0.42 
6/2/20,Law & Government,Desktop,320x50,Agency B,£0.01 ,30,£0.39 
6/2/20,Sports & Fitness,Tablets,320x50,Agency B,£0.01 ,30,£0.33 
6/2/20,Computers & Consumer Electronics,Tablets,Video/Overlay,Agency B,£0.03 ,29,£1.18 
6/2/20,Business & Industrial,High-end mobile devices,300x250,Agency A,£0.03 ,29,£0.88 
6/2/20,Internet & Telecom,Connected TV,Native,Agency B,£0.02 ,29,£0.61 
6/2/20,Family & Community,Desktop,320x50,Agency C,£0.01 ,29,£0.46 
6/2/20,Internet & Telecom,High-end mobile devices,728x90,Agency B,£0.01 ,29,£0.28 
6/2/20,Family & Community,Desktop,970x250,Agency C,£0.03 ,28,£0.94 
6/2/20,Sports & Fitness,Desktop,300x600,Agency C,£0.02 ,28,£0.54 
6/2/20,Travel & Tourism,Desktop,300x600,Agency C,£0.01 ,28,£0.42 
6/2/20,Food & Groceries,Tablets,Interstitial,Agency B,£0.07 ,27,£2.71 
6/2/20,Occasions & Gifts,Tablets,320x50,Agency B,£0.01 ,27,£0.28 
6/2/20,Finance,Desktop,970x250,Agency E,£0.09 ,26,£3.60 
6/2/20,Real Estate,Desktop,320x50,Agency B,£0.01 ,26,£0.39 
6/2/20,Family & Community,Tablets,320x50,Agency C,£0.01 ,26,£0.31 
6/2/20,Law & Government,Tablets,728x90,Agency C,£0.00 ,26,£0.16 
6/2/20,Business & Industrial,Desktop,320x50,Agency C,£0.00 ,26,£0.09 
6/2/20,Food & Groceries,High-end mobile devices,Video/Overlay,Agency C,£0.07 ,25,£2.94 
6/2/20,(unknown),Desktop,300x600,Agency B,£0.01 ,25,£0.57 
6/2/20,Mobile Apps,Desktop,300x600,Agency C,£0.00 ,25,£0.14 
6/2/20,Autos & Vehicles,Desktop,Video/Overlay,Agency C,£0.11 ,24,£4.73 
6/2/20,Family & Community,High-end mobile devices,300x600,Agency E,£0.04 ,24,£1.52 
6/2/20,Business & Industrial,High-end mobile devices,728x90,Agency B,£0.01 ,24,£0.33 
6/2/20,Home & Garden,Tablets,970x250,Agency C,£0.01 ,24,£0.25 
6/2/20,Health,Desktop,Video/Overlay,Agency C,£0.08 ,23,£3.32 
6/2/20,Food & Groceries,Desktop,Video/Overlay,Agency C,£0.03 ,23,£1.18 
6/2/20,Jobs & Education,High-end mobile devices,300x600,Agency C,£0.02 ,23,£1.08 
6/2/20,Autos & Vehicles,Connected TV,970x250,Agency B,£0.02 ,23,£0.81 
6/2/20,Real Estate,High-end mobile devices,970x250,Agency B,£0.00 ,23,£0.15 
6/2/20,Apparel,Connected TV,728x90,Agency B,£0.00 ,23,£0.11 
6/2/20,Jobs & Education,Desktop,Video/Overlay,Agency C,£0.12 ,22,£5.46 
6/2/20,Beauty & Personal Care,Tablets,728x90,Agency C,£0.01 ,22,£0.47 
6/2/20,Computers & Consumer Electronics,High-end mobile devices,970x250,Agency B,£0.00 ,22,£0.10 
6/2/20,Autos & Vehicles,High-end mobile devices,Interstitial,Agency C,£0.03 ,21,£1.60 
6/2/20,Beauty & Personal Care,Desktop,970x250,Agency C,£0.02 ,21,£1.07 
6/2/20,Jobs & Education,Desktop,300x600,Agency C,£0.02 ,21,£0.93 
6/2/20,Dining & Nightlife,Tablets,Native,Agency B,£0.02 ,21,£0.75 
6/2/20,Internet & Telecom,Desktop,320x50,Agency C,£0.01 ,21,£0.48 
6/2/20,Mobile Apps,Desktop,728x90,Agency C,£0.00 ,21,£0.04 
6/2/20,Real Estate,Desktop,970x250,Agency C,£0.01 ,20,£0.67 
6/2/20,Autos & Vehicles,Desktop,320x50,Agency C,£0.00 ,20,£0.12 
6/2/20,Sports & Fitness,Tablets,Interstitial,Agency B,£0.08 ,19,£4.24 
6/2/20,Health,Desktop,300x600,Agency E,£0.04 ,19,£1.90 
6/2/20,Apparel,Desktop,300x250,Agency A,£0.03 ,19,£1.83 
6/2/20,Internet & Telecom,High-end mobile devices,320x50,Agency D,£0.02 ,19,£1.29 
6/2/20,Food & Groceries,Tablets,Video/Overlay,Agency C,£0.02 ,19,£1.27 
6/2/20,Business & Industrial,Tablets,970x250,Agency A,£0.01 ,19,£0.70 
6/2/20,Business & Industrial,Desktop,300x250,Agency A,£0.01 ,19,£0.37 
6/2/20,"Hobbies, Games & Leisure",Tablets,300x600,Agency C,£0.00 ,19,£0.20 
6/2/20,Travel & Tourism,High-end mobile devices,300x600,Agency C,£0.00 ,19,£0.05 
6/2/20,Internet & Telecom,Tablets,Video/Overlay,Agency C,£0.04 ,18,£2.10 
6/2/20,Internet & Telecom,Desktop,Video/Overlay,Agency B,£0.03 ,18,£1.75 
6/2/20,Jobs & Education,Desktop,970x250,Agency C,£0.02 ,18,£1.23 
6/2/20,(unknown),High-end mobile devices,300x600,Agency B,£0.01 ,18,£0.59 
6/2/20,Arts & Entertainment,Connected TV,728x90,Agency B,£0.01 ,18,£0.41 
6/2/20,Autos & Vehicles,High-end mobile devices,Video/Overlay,Agency C,£0.08 ,17,£4.81 
6/2/20,Real Estate,Tablets,Video/Overlay,Agency B,£0.05 ,17,£2.73 
6/2/20,Autos & Vehicles,Tablets,970x250,Agency C,£0.02 ,17,£1.34 
6/2/20,Dining & Nightlife,High-end mobile devices,300x600,Agency C,£0.02 ,17,£1.30 
6/2/20,Health,Desktop,Native,Agency C,£0.02 ,17,£1.12 
6/2/20,Business & Industrial,Tablets,300x600,Agency A,£0.02 ,17,£1.10 
6/2/20,Home & Garden,Tablets,300x600,Agency C,£0.02 ,17,£0.95 
6/2/20,Food & Groceries,High-end mobile devices,300x250,Agency D,£0.01 ,17,£0.65 
6/2/20,Occasions & Gifts,High-end mobile devices,300x250,Agency C,£0.01 ,17,£0.49 
6/2/20,Occasions & Gifts,Desktop,Video/Overlay,Agency C,£0.04 ,16,£2.61 
6/2/20,Health,Desktop,300x250,Agency E,£0.03 ,16,£1.93 
6/2/20,Computers & Consumer Electronics,High-end mobile devices,320x50,Agency A,£0.03 ,16,£1.73 
6/2/20,Sports & Fitness,Desktop,970x250,Agency C,£0.02 ,16,£1.40 
6/2/20,Travel & Tourism,High-end mobile devices,300x250,Agency E,£0.01 ,16,£0.62 
6/2/20,Apparel,Desktop,728x90,Agency A,£0.02 ,15,£1.65 
6/2/20,Apparel,Tablets,728x90,Agency A,£0.02 ,15,£1.64 
6/2/20,Travel & Tourism,Tablets,300x250,Agency C,£0.01 ,15,£0.98 
6/2/20,Family & Community,High-end mobile devices,300x600,Agency C,£0.01 ,15,£0.55 
6/2/20,Dining & Nightlife,High-end mobile devices,Video/Overlay,Agency B,£0.05 ,14,£3.41 
6/2/20,Apparel,Desktop,300x600,Agency A,£0.04 ,14,£3.12 
6/2/20,Health,Desktop,970x250,Agency E,£0.03 ,14,£2.00 
6/2/20,Health,Desktop,728x90,Agency E,£0.03 ,14,£1.88 
6/2/20,Sports & Fitness,Tablets,320x50,Agency C,£0.02 ,14,£1.18 
6/2/20,Arts & Entertainment,Connected TV,300x250,Agency C,£0.01 ,14,£0.95 
6/2/20,Arts & Entertainment,Connected TV,728x90,Agency C,£0.01 ,14,£0.66 
6/2/20,Travel & Tourism,Desktop,320x50,Agency B,£0.01 ,14,£0.39 
6/2/20,Family & Community,Tablets,300x600,Agency C,£0.00 ,14,£0.21 
6/2/20,Occasions & Gifts,Tablets,728x90,Agency C,£0.00 ,14,£0.17 
6/2/20,Computers & Consumer Electronics,Tablets,Video/Overlay,Agency C,£0.10 ,13,£7.86 
6/2/20,Beauty & Personal Care,Desktop,970x250,Agency E,£0.05 ,13,£3.52 
6/2/20,Beauty & Personal Care,Desktop,300x600,Agency E,£0.04 ,13,£3.14 
6/2/20,Occasions & Gifts,High-end mobile devices,Video/Overlay,Agency B,£0.02 ,13,£1.90 
6/2/20,Beauty & Personal Care,High-end mobile devices,Video/Overlay,Agency C,£0.02 ,13,£1.37 
6/2/20,Business & Industrial,High-end mobile devices,300x250,Agency D,£0.01 ,13,£0.65 
6/2/20,Beauty & Personal Care,High-end mobile devices,300x250,Agency D,£0.01 ,13,£0.65 
6/2/20,Apparel,High-end mobile devices,970x250,Agency B,£0.01 ,13,£0.53 
6/2/20,Sports & Fitness,Desktop,320x50,Agency B,£0.00 ,13,£0.29 
6/2/20,Apparel,Connected TV,Video/Overlay,Agency B,£0.03 ,12,£2.34 
6/2/20,Dining & Nightlife,Tablets,970x250,Agency B,£0.01 ,12,£0.62 
6/2/20,Jobs & Education,High-end mobile devices,970x250,Agency B,£0.00 ,12,£0.37 
6/2/20,Internet & Telecom,High-end mobile devices,Interstitial,Agency D,£0.05 ,11,£4.53 
6/2/20,Beauty & Personal Care,Tablets,Video/Overlay,Agency C,£0.03 ,11,£2.74 
6/2/20,Beauty & Personal Care,Desktop,Video/Overlay,Agency C,£0.03 ,11,£2.73 
6/2/20,Arts & Entertainment,Tablets,Video/Overlay,Agency B,£0.03 ,11,£2.41 
6/2/20,Internet & Telecom,Tablets,300x600,Agency C,£0.02 ,11,£1.89 
6/2/20,Food & Groceries,Desktop,970x250,Agency C,£0.02 ,11,£1.50 
6/2/20,Occasions & Gifts,Desktop,Video/Overlay,Agency B,£0.02 ,11,£1.47 
6/2/20,Dining & Nightlife,Desktop,300x250,Agency C,£0.01 ,11,£0.66 
6/2/20,"Hobbies, Games & Leisure",High-end mobile devices,300x250,Agency D,£0.01 ,11,£0.65 
6/2/20,Autos & Vehicles,Desktop,728x90,Agency D,£0.00 ,11,£0.40 
6/2/20,(unknown),High-end mobile devices,320x50,Agency B,£0.00 ,11,£0.18 
6/2/20,Arts & Entertainment,High-end mobile devices,Interstitial,Agency D,£0.04 ,10,£4.10 
6/2/20,Beauty & Personal Care,Desktop,728x90,Agency E,£0.03 ,10,£2.86 
6/2/20,Internet & Telecom,Tablets,Video/Overlay,Agency B,£0.02 ,10,£2.44 
6/2/20,Arts & Entertainment,Connected TV,300x600,Agency C,£0.01 ,10,£0.82 
6/2/20,Autos & Vehicles,Tablets,300x600,Agency E,£0.01 ,10,£0.77 
6/2/20,Business & Industrial,Connected TV,Native,Agency B,£0.01 ,10,£0.52 
6/2/20,Sports & Fitness,Desktop,320x50,Agency C,£0.00 ,10,£0.35 
6/2/20,"News, Books & Publications",Desktop,728x90,Agency D,£0.00 ,10,£0.27 
6/2/20,Jobs & Education,Connected TV,728x90,Agency B,£0.00 ,10,£0.16 
6/2/20,Law & Government,Connected TV,728x90,Agency B,£0.00 ,10,£0.10 
6/2/20,Family & Community,Desktop,Video/Overlay,Agency C,£0.05 ,9,£5.82 
6/2/20,Health,Tablets,Video/Overlay,Agency C,£0.04 ,9,£4.38 
6/2/20,Sports & Fitness,High-end mobile devices,Video/Overlay,Agency B,£0.02 ,9,£2.42 
6/2/20,Internet & Telecom,High-end mobile devices,Interstitial,Agency C,£0.02 ,9,£2.22 
6/2/20,Computers & Consumer Electronics,Desktop,Video/Overlay,Agency B,£0.01 ,9,£1.35 
6/2/20,Computers & Consumer Electronics,Tablets,300x600,Agency C,£0.01 ,9,£1.23 
6/2/20,Internet & Telecom,Connected TV,300x600,Agency B,£0.01 ,9,£0.86 
6/2/20,Dining & Nightlife,Desktop,728x90,Agency C,£0.01 ,9,£0.78 
6/2/20,Arts & Entertainment,Connected TV,Native,Agency B,£0.01 ,9,£0.62 
6/2/20,Dining & Nightlife,Tablets,300x600,Agency B,£0.00 ,9,£0.45 
6/2/20,Arts & Entertainment,Connected TV,970x250,Agency B,£0.00 ,9,£0.38 
6/2/20,Finance,High-end mobile devices,970x250,Agency B,£0.00 ,9,£0.26 
6/2/20,Apparel,Connected TV,970x250,Agency B,£0.00 ,9,£0.16 
6/2/20,Autos & Vehicles,Connected TV,728x90,Agency B,£0.00 ,9,£0.08 
6/2/20,Travel & Tourism,High-end mobile devices,Video/Overlay,Agency B,£0.05 ,8,£6.65 
6/2/20,Jobs & Education,High-end mobile devices,Video/Overlay,Agency C,£0.04 ,8,£4.52 
6/2/20,Beauty & Personal Care,Desktop,300x250,Agency E,£0.02 ,8,£2.87 
6/2/20,Computers & Consumer Electronics,High-end mobile devices,Video/Overlay,Agency B,£0.02 ,8,£2.57 
6/2/20,Computers & Consumer Electronics,High-end mobile devices,300x600,Agency A,£0.02 ,8,£2.14 
6/2/20,Health,Tablets,300x600,Agency E,£0.01 ,8,£1.77 
6/2/20,Arts & Entertainment,High-end mobile devices,Native,Agency C,£0.01 ,8,£1.54 
6/2/20,Computers & Consumer Electronics,Connected TV,300x600,Agency C,£0.01 ,8,£1.48 
6/2/20,Occasions & Gifts,Tablets,Video/Overlay,Agency B,£0.01 ,8,£1.30 
6/2/20,Real Estate,High-end mobile devices,300x600,Agency C,£0.01 ,8,£1.09 
6/2/20,Apparel,Tablets,970x250,Agency C,£0.01 ,8,£0.79 
6/2/20,Sports & Fitness,Tablets,300x600,Agency C,£0.01 ,8,£0.72 
6/2/20,Apparel,Connected TV,300x250,Agency B,£0.00 ,8,£0.61 
6/2/20,Finance,High-end mobile devices,728x90,Agency C,£0.00 ,8,£0.44 
6/2/20,Mobile Apps,Tablets,320x50,Agency B,£0.00 ,8,£0.31 
6/2/20,Mobile Apps,Desktop,320x50,Agency B,£0.00 ,8,£0.16 
6/2/20,Dining & Nightlife,Tablets,320x50,Agency C,£0.00 ,8,£0.13 
6/2/20,Health,Connected TV,728x90,Agency B,£0.00 ,8,£0.05 
6/2/20,Occasions & Gifts,Tablets,320x50,Agency C,£0.00 ,8,£0.02 
6/2/20,Autos & Vehicles,Desktop,970x250,Agency E,£0.03 ,7,£4.03 
6/2/20,Travel & Tourism,Desktop,Video/Overlay,Agency B,£0.03 ,7,£3.92 
6/2/20,Beauty & Personal Care,Tablets,300x250,Agency E,£0.02 ,7,£2.82 
6/2/20,Family & Community,Desktop,970x250,Agency E,£0.01 ,7,£1.81 
6/2/20,Arts & Entertainment,High-end mobile devices,320x50,Agency D,£0.01 ,7,£1.75 
6/2/20,Law & Government,High-end mobile devices,320x50,Agency E,£0.01 ,7,£1.41 
6/2/20,Apparel,Tablets,300x250,Agency A,£0.01 ,7,£1.37 
6/2/20,Health,High-end mobile devices,728x90,Agency B,£0.01 ,7,£1.13 
6/2/20,Finance,Connected TV,728x90,Agency B,£0.01 ,7,£0.72 
6/2/20,Internet & Telecom,Connected TV,728x90,Agency B,£0.00 ,7,£0.53 
6/2/20,Finance,Connected TV,300x600,Agency B,£0.00 ,7,£0.47 
6/2/20,Autos & Vehicles,Connected TV,300x250,Agency B,£0.00 ,7,£0.21 
6/2/20,Jobs & Education,Tablets,320x50,Agency C,£0.00 ,7,£0.09 
6/2/20,Family & Community,High-end mobile devices,728x90,Agency B,£0.00 ,7,£0.07 
6/2/20,Autos & Vehicles,Desktop,970x250,Agency D,£0.04 ,6,£6.68 
6/2/20,Travel & Tourism,High-end mobile devices,Video/Overlay,Agency C,£0.03 ,6,£5.39 
6/2/20,Beauty & Personal Care,High-end mobile devices,300x600,Agency C,£0.02 ,6,£3.45 
6/2/20,Health,Tablets,300x250,Agency E,£0.01 ,6,£1.76 
6/2/20,Family & Community,Tablets,728x90,Agency E,£0.01 ,6,£1.72 
6/2/20,Family & Community,Desktop,300x600,Agency E,£0.01 ,6,£1.65 
6/2/20,Travel & Tourism,Tablets,Video/Overlay,Agency B,£0.01 ,6,£1.55 
6/2/20,Arts & Entertainment,High-end mobile devices,300x600,Agency D,£0.01 ,6,£0.98 
6/2/20,Jobs & Education,High-end mobile devices,728x90,Agency B,£0.00 ,6,£0.76 
6/2/20,Occasions & Gifts,Connected TV,Native,Agency B,£0.00 ,6,£0.71 
6/2/20,Computers & Consumer Electronics,Connected TV,728x90,Agency C,£0.00 ,6,£0.64 
6/2/20,Law & Government,High-end mobile devices,300x600,Agency C,£0.00 ,6,£0.60 
6/2/20,Travel & Tourism,Desktop,970x250,Agency E,£0.00 ,6,£0.59 
6/2/20,Family & Community,Connected TV,Native,Agency B,£0.00 ,6,£0.52 
6/2/20,Computers & Consumer Electronics,High-end mobile devices,728x90,Agency B,£0.00 ,6,£0.45 
6/2/20,Travel & Tourism,High-end mobile devices,320x50,Agency C,£0.00 ,6,£0.44 
6/2/20,Business & Industrial,Connected TV,728x90,Agency B,£0.00 ,6,£0.41 
6/2/20,Computers & Consumer Electronics,Connected TV,300x600,Agency B,£0.00 ,6,£0.30 
6/2/20,Health,Tablets,970x250,Agency C,£0.00 ,6,£0.23 
6/2/20,Occasions & Gifts,Desktop,970x250,Agency C,£0.00 ,6,£0.11 
6/2/20,Arts & Entertainment,Tablets,Video/Overlay,Agency C,£0.04 ,5,£7.67 
6/2/20,Family & Community,High-end mobile devices,Video/Overlay,Agency B,£0.03 ,5,£5.75 
6/2/20,Business & Industrial,High-end mobile devices,Interstitial,Agency C,£0.03 ,5,£5.28 
6/2/20,Travel & Tourism,Tablets,Video/Overlay,Agency C,£0.02 ,5,£4.45 
6/2/20,Arts & Entertainment,High-end mobile devices,Video/Overlay,Agency C,£0.02 ,5,£4.26 
6/2/20,Apparel,Tablets,300x600,Agency A,£0.02 ,5,£3.06 
6/2/20,Finance,Tablets,300x600,Agency E,£0.01 ,5,£2.91 
6/2/20,Finance,Tablets,728x90,Agency E,£0.01 ,5,£2.72 
6/2/20,Computers & Consumer Electronics,Desktop,728x90,Agency A,£0.01 ,5,£2.46 
6/2/20,Computers & Consumer Electronics,High-end mobile devices,300x250,Agency A,£0.01 ,5,£2.23 
6/2/20,Health,Tablets,728x90,Agency E,£0.01 ,5,£1.70 
6/2/20,Internet & Telecom,High-end mobile devices,300x600,Agency D,£0.01 ,5,£1.66 
6/2/20,Real Estate,Tablets,320x50,Agency C,£0.01 ,5,£1.49 
6/2/20,Real Estate,Tablets,728x90,Agency C,£0.01 ,5,£1.43 
6/2/20,Finance,Tablets,Video/Overlay,Agency B,£0.01 ,5,£1.09 
6/2/20,Autos & Vehicles,Tablets,300x250,Agency E,£0.01 ,5,£1.08 
6/2/20,Internet & Telecom,Desktop,728x90,Agency D,£0.01 ,5,£1.05 
6/2/20,Autos & Vehicles,Desktop,300x600,Agency D,£0.00 ,5,£0.99 
6/2/20,Autos & Vehicles,Desktop,728x90,Agency E,£0.00 ,5,£0.98 
6/2/20,Dining & Nightlife,Desktop,970x250,Agency C,£0.00 ,5,£0.88 
6/2/20,Travel & Tourism,Tablets,300x600,Agency C,£0.00 ,5,£0.83 
6/2/20,Mobile Apps,Connected TV,Native,Agency B,£0.00 ,5,£0.82 
6/2/20,Jobs & Education,Connected TV,300x600,Agency B,£0.00 ,5,£0.73 
6/2/20,"Hobbies, Games & Leisure",Connected TV,Native,Agency B,£0.00 ,5,£0.72 
6/2/20,"News, Books & Publications",Connected TV,Native,Agency B,£0.00 ,5,£0.48 
6/2/20,Business & Industrial,Tablets,300x250,Agency A,£0.00 ,5,£0.48 
6/2/20,Occasions & Gifts,Tablets,300x250,Agency C,£0.00 ,5,£0.47 
6/2/20,Apparel,Connected TV,300x600,Agency B,£0.00 ,5,£0.42 
6/2/20,Beauty & Personal Care,Connected TV,300x250,Agency B,£0.00 ,5,£0.40 
6/2/20,Business & Industrial,Tablets,728x90,Agency A,£0.00 ,5,£0.28 
6/2/20,"Hobbies, Games & Leisure",Desktop,728x90,Agency D,£0.00 ,5,£0.25 
6/2/20,Home & Garden,Connected TV,728x90,Agency C,£0.00 ,5,£0.10 
6/2/20,Health,Connected TV,970x250,Agency B,£0.00 ,5,£0.06 
6/2/20,Jobs & Education,Connected TV,970x250,Agency B,£0.00 ,5,£0.03 
6/2/20,Home & Garden,Desktop,300x600,Agency D,£0.00 ,5,£0.03 
6/2/20,Family & Community,High-end mobile devices,Interstitial,Agency C,£0.03 ,4,£7.80 
6/2/20,Autos & Vehicles,Desktop,300x250,Agency D,£0.03 ,4,£6.68 
6/2/20,Beauty & Personal Care,Tablets,970x250,Agency E,£0.02 ,4,£4.74 
6/2/20,Arts & Entertainment,Desktop,Video/Overlay,Agency C,£0.02 ,4,£4.71 
6/2/20,Family & Community,Desktop,Video/Overlay,Agency B,£0.02 ,4,£4.23 
6/2/20,Beauty & Personal Care,High-end mobile devices,Video/Overlay,Agency B,£0.01 ,4,£2.88 
6/2/20,Beauty & Personal Care,Tablets,728x90,Agency E,£0.01 ,4,£2.88 
6/2/20,Computers & Consumer Electronics,Desktop,300x250,Agency A,£0.01 ,4,£2.77 
6/2/20,Dining & Nightlife,Desktop,Video/Overlay,Agency B,£0.01 ,4,£2.41 
6/2/20,Apparel,Desktop,970x250,Agency A,£0.01 ,4,£2.12 
6/2/20,Arts & Entertainment,Tablets,Interstitial,Agency C,£0.01 ,4,£2.10 
6/2/20,(unknown),High-end mobile devices,Interstitial,Agency B,£0.01 ,4,£1.96 
6/2/20,Computers & Consumer Electronics,High-end mobile devices,320x50,Agency D,£0.01 ,4,£1.84 
6/2/20,Business & Industrial,Connected TV,Video/Overlay,Agency B,£0.01 ,4,£1.72 
6/2/20,Sports & Fitness,Desktop,Video/Overlay,Agency B,£0.01 ,4,£1.49 
6/2/20,Apparel,Tablets,320x50,Agency A,£0.00 ,4,£1.21 
6/2/20,Internet & Telecom,Desktop,320x50,Agency E,£0.00 ,4,£1.15 
6/2/20,Law & Government,High-end mobile devices,728x90,Agency B,£0.00 ,4,£1.04 
6/2/20,Travel & Tourism,Tablets,970x250,Agency E,£0.00 ,4,£1.04 
6/2/20,Finance,Connected TV,970x250,Agency B,£0.00 ,4,£1.03 
6/2/20,"News, Books & Publications",High-end mobile devices,728x90,Agency B,£0.00 ,4,£0.90 
6/2/20,"News, Books & Publications",Desktop,970x250,Agency C,£0.00 ,4,£0.83 
6/2/20,Internet & Telecom,Desktop,300x250,Agency D,£0.00 ,4,£0.71 
6/2/20,Computers & Consumer Electronics,Connected TV,Native,Agency B,£0.00 ,4,£0.60 
6/2/20,Real Estate,Connected TV,728x90,Agency B,£0.00 ,4,£0.56 
6/2/20,"News, Books & Publications",Connected TV,728x90,Agency B,£0.00 ,4,£0.54 
6/2/20,Apparel,Connected TV,Native,Agency B,£0.00 ,4,£0.49 
6/2/20,Home & Garden,Desktop,728x90,Agency D,£0.00 ,4,£0.44 
6/2/20,Law & Government,Connected TV,300x250,Agency B,£0.00 ,4,£0.30 
6/2/20,Law & Government,Connected TV,Native,Agency B,£0.00 ,4,£0.25 
6/2/20,Health,Connected TV,Native,Agency B,£0.00 ,4,£0.22 
6/2/20,Business & Industrial,Connected TV,300x250,Agency B,£0.00 ,4,£0.21 
6/2/20,Computers & Consumer Electronics,Desktop,728x90,Agency D,£0.00 ,4,£0.14 
6/2/20,Occasions & Gifts,Connected TV,728x90,Agency B,£0.00 ,4,£0.10 
6/2/20,(unknown),Tablets,Native,Agency C,£0.00 ,4,£0.04 
6/2/20,Computers & Consumer Electronics,Connected TV,970x250,Agency B,£0.00 ,4,£0.04 
6/2/20,Home & Garden,Tablets,970x250,Agency D,£0.00 ,4,£0.01 
6/2/20,Law & Government,Desktop,Video/Overlay,Agency D,£0.03 ,3,£9.76 
6/2/20,Family & Community,High-end mobile devices,Video/Overlay,Agency C,£0.02 ,3,£5.23 
